source,organization_logo,title,description_text,seniority,countries_derived,location_type,remote_derived,salary_raw,linkedin_org_size,linkedin_org_followers,linkedin_org_industry,linkedin_org_specialties,recruiter_name,recruiter_url,date_posted,employment_type,organization,url,linkedin_org_employees
linkedin,https://media.licdn.com/dms/image/v2/D4E0BAQFCSYkl2MKJWA/company-logo_200_200/company-logo_200_200/0/1720371301955/tech_lgs_logo?e=2147483647&v=beta&t=ZTyKrGkrwVLE343GKCtvFuWyHgqSzBIT05PjEjzVkT0,Software Engineer – Virtual Mapping & Web Development (Volunteer),"About Us: LGS Tech is working on a mission-driven project that leverages virtual web technologies to make a real-world impact. Whether it’s for environmental conservation, disaster response, education, or community outreach, this is a unique opportunity to contribute your skills to a very good cause while building a compelling case study for your portfolio.  We are looking for a volunteer Software Engineer who is passionate about technology, mapping, and making a difference. This is a perfect op",Entry level,United Kingdom,TELECOMMUTE,Yes,,2-10 employees,,Fire Protection,,,,2025-07-04T14:03:52,VOLUNTEER,LGS Tech,https://uk.linkedin.com/jobs/view/software-engineer-%E2%80%93-virtual-mapping-web-development-volunteer-at-lgs-tech-4262443987,6
