Job ID,Date Posted,Date Created,Job Title,Company,Company URL,Valid Through,Location Type,Salary,Employment Type,Job URL,Source Type,Source,Source Domain,Company Logo,Cities,Regions,Countries,Locations,Timezones,Latitudes,Longitudes,Remote,Recruiter Name,Recruiter Title,Recruiter URL,Company Employees,LinkedIn Company URL,Company Size,Company Slogan,Industry,Company Followers,Company HQ,Company Type,Company Founded,Company Specialties,Company Locations,Company Description,Recruitment Agency,Seniority Level,Direct Apply,Company Slug,No JB Schema,External Apply URL,Job Description,Raw Locations,Location Requirements
1793774887,2025-07-03T13:34:09,2025-07-03T14:02:57.110565,Summer UI/UX Internship,ReplyQuickAI,https://www.linkedin.com/company/replyquickai,2025-08-02T13:34:09,TELECOMMUTE,,INTERN,https://www.linkedin.com/jobs/view/summer-ui-ux-internship-at-replyquickai-4258107908,jobboard,linkedin,linkedin.com,https://media.licdn.com/dms/image/v2/D4D0BAQE2YzfLGzrWBA/company-logo_200_200/B4DZYdo3L5G4AM-/0/1744253973678/replyquickai_logo?e=2147483647&v=beta&t=8fkr43L0Hy_EgKqOlKvMAGlmjAHx4EGuZKh-3eVhOu0,Sarasota,Florida,United States,"Sarasota, Florida, United States",America/New_York,27.3387,-82.5432,true,Tomas Hladnik,Founder at ReplyQuick.ai,https://www.linkedin.com/in/tomashladnik,2,https://www.replyquick.ai,2-10 employees,"ReplyQuickAI Automates Your Calls, Bookings, and Follow-Ups—For Any Business, Automatically.",Telecommunications,,,Privately Held,,Conversational AI Software,,"ReplyQuickAI automates your calls, bookings, and follow-ups - so you never miss a lead.   Spend less time chasing, and more time closing.",false,Internship,true,replyquickai,,,"We’re offering a 4-week summer internship (15–20 hours/week, remote) for current college students passionate about UI/UX design and looking to gain hands-on experience with a U.S. startup team. Join ReplyQuick, a fast-growing AI platform helping service businesses respond instantly to calls, texts, and leads. We're currently rebuilding our entire backend — and we need design support to overhaul the interface. Internship Scope Redesign the backend interface in Figma with a focus on simplicity, clarity, and usability Help create cleaner tab layouts, smarter button placement, and improved user flow Collaborate with our dev team (15+ members) as they implement designs Make design tweaks as needed during the build phase What We’re Looking For Currently enrolled in college (any year) Strong interest or background in UI/UX design Experience with Figma required Comfortable working in fast-paced startup teams Clear communication, quick response time, and team spirit What You’ll Gain Real startup experience working on a live redesign project Portfolio-ready design work for a U.S.-based tech product Collaboration with full-stack developers and product leadership A letter of recommendation upon successful completion of the internship","[{""@type"":""Place"",""address"":{""@type"":""PostalAddress"",""addressCountry"":""US"",""addressLocality"":""Sarasota"",""addressRegion"":""FL"",""streetAddress"":null},""latitude"":27.336517,""longitude"":-82.53857}]","[{""@type"":""Country"",""name"":""Sarasota, Florida, United States""}]"
